
=== attempt 1/600, success 0/200, seed=3000 ===
bimanual task: left tray push + right block place
tray start: [-0.04515761  0.14809546  0.018     ]
tray goal: [0.09473986 0.14809546 0.018     ]
block start: [-0.02140322 -0.13022647  0.025     ]
left approach waypoint: [-0.20315761  0.14809546  0.143     ]
left contact waypoint: [-0.20315761  0.14809546  0.043     ]
phase=tray_approach | L err=0.248 xy=0.167 z=0.183 | tray goal=0.140 | R err=0.299 grip=0.008 | block xy=0.249 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.279
phase=release | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.050 grip=0.037 | block xy=0.021 z=0.004 | lift=0.015 speed=0.001 | tray_xy=0.015
phase=release | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.050 grip=0.037 | block xy=0.021 z=0.004 | lift=0.015 speed=0.001 | tray_xy=0.015
phase=release | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.050 grip=0.037 | block xy=0.021 z=0.004 | lift=0.015 speed=0.001 | tray_xy=0.015
phase=release | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.050 grip=0.037 | block xy=0.021 z=0.004 | lift=0.015 speed=0.001 | tray_xy=0.015
phase transition: release -> retreat
phase=retreat | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.136 grip=0.037 | block xy=0.021 z=0.004 | lift=0.016 speed=0.040 | tray_xy=0.015
phase=retreat | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.129 grip=0.037 | block xy=0.024 z=0.009 | lift=0.020 speed=0.043 | tray_xy=0.014
phase=retreat | L err=0.049 xy=0.028 z=0.040 | tray goal=0.054 | R err=0.117 grip=0.037 | block xy=0.024 z=0.013 | lift=0.029 speed=0.061 | tray_xy=0.014
phase=retreat | L err=0.049 xy=0.028 z=0.040 | tray goal=0.054 | R err=0.104 grip=0.037 | block xy=0.024 z=0.014 | lift=0.042 speed=0.077 | tray_xy=0.013
phase=retreat | L err=0.049 xy=0.028 z=0.040 | tray goal=0.054 | R err=0.087 grip=0.037 | block xy=0.024 z=0.013 | lift=0.060 speed=0.101 | tray_xy=0.011
phase=retreat | L err=0.049 xy=0.028 z=0.040 | tray goal=0.054 | R err=0.073 grip=0.037 | block xy=0.025 z=0.013 | lift=0.075 speed=0.039 | tray_xy=0.007
phase=retreat | L err=0.049 xy=0.028 z=0.040 | tray goal=0.054 | R err=0.069 grip=0.037 | block xy=0.025 z=0.013 | lift=0.078 speed=0.011 | tray_xy=0.005
phase transition: retreat -> done
finished: tray_ok=True, block_ok=True, success=True
saved demonstration: demonstrations_lr_train_resume1\episode_0076.npz
kept successful episode: demonstrations_lr_train_resume1\episode_0076.npz

=== attempt 84/600, success 77/200, seed=3083 ===
bimanual task: left tray push + right block place
tray start: [-0.05359612  0.13844792  0.018     ]
tray goal: [0.09871775 0.13844792 0.018     ]
block start: [-0.01613096 -0.12604015  0.025     ]
left approach waypoint: [-0.21159612  0.13844792  0.143     ]
left contact waypoint: [-0.21159612  0.13844792  0.043     ]
phase=tray_approach | L err=0.242 xy=0.158 z=0.183 | tray goal=0.152 | R err=0.294 grip=0.008 | block xy=0.243 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.267
phase=tray_approach | L err=0.242 xy=0.158 z=0.183 | tray goal=0.152 | R err=0.294 grip=0.008 | block xy=0.243 z=0.301 | lift=-0.000 speed=0.039 | tray_xy=0.267
phase=tray_approach | L err=0.199 xy=0.145 z=0.136 | tray goal=0.152 | R err=0.289 grip=0.008 | block xy=0.243 z=0.292 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_approach | L err=0.157 xy=0.135 z=0.080 | tray goal=0.152 | R err=0.287 grip=0.008 | block xy=0.243 z=0.290 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_approach | L err=0.131 xy=0.124 z=0.043 | tray goal=0.152 | R err=0.287 grip=0.008 | block xy=0.243 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_approach | L err=0.109 xy=0.108 z=0.016 | tray goal=0.152 | R err=0.287 grip=0.008 | block xy=0.243 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_approach | L err=0.093 xy=0.093 z=0.006 | tray goal=0.152 | R err=0.287 grip=0.008 | block xy=0.243 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_approach | L err=0.081 xy=0.078 z=0.023 | tray goal=0.152 | R err=0.287 grip=0.008 | block xy=0.243 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_approach | L err=0.069 xy=0.063 z=0.029 | tray goal=0.152 | R err=0.286 grip=0.008 | block xy=0.243 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_approach | L err=0.057 xy=0.049 z=0.030 | tray goal=0.152 | R err=0.286 grip=0.008 | block xy=0.243 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase transition: tray_approach -> tray_contact
phase=tray_contact | L err=0.071 xy=0.035 z=0.061 | tray goal=0.152 | R err=0.286 grip=0.008 | block xy=0.243 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase=tray_contact | L err=0.050 xy=0.025 z=0.043 | tray goal=0.152 | R err=0.286 grip=0.008 | block xy=0.243 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.267
phase transition: tray_contact -> tray_push
phase=tray_push | L err=0.144 xy=0.140 z=0.034 | tray goal=0.131 | R err=0.286 grip=0.008 | block xy=0.243 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.270
phase=tray_push | L err=0.108 xy=0.103 z=0.033 | tray goal=0.095 | R err=0.286 grip=0.008 | block xy=0.243 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.278
phase=tray_push | L err=0.075 xy=0.068 z=0.032 | tray goal=0.063 | R err=0.286 grip=0.008 | block xy=0.243 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.292
phase transition: tray_push -> tray_retreat
phase=tray_retreat | L err=0.075 xy=0.007 z=0.074 | tray goal=0.054 | R err=0.286 grip=0.008 | block xy=0.243 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=tray_retreat | L err=0.085 xy=0.020 z=0.082 | tray goal=0.054 | R err=0.286 grip=0.008 | block xy=0.243 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=tray_retreat | L err=0.084 xy=0.027 z=0.080 | tray goal=0.054 | R err=0.286 grip=0.008 | block xy=0.243 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=tray_retreat | L err=0.077 xy=0.029 z=0.071 | tray goal=0.054 | R err=0.286 grip=0.008 | block xy=0.243 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase transition: tray_retreat -> right_above
phase=right_above | L err=0.063 xy=0.028 z=0.056 | tray goal=0.054 | R err=0.284 grip=0.008 | block xy=0.242 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.053 xy=0.027 z=0.046 | tray goal=0.054 | R err=0.258 grip=0.008 | block xy=0.221 z=0.269 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.051 xy=0.027 z=0.043 | tray goal=0.054 | R err=0.232 grip=0.008 | block xy=0.200 z=0.252 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.051 xy=0.028 z=0.043 | tray goal=0.054 | R err=0.208 grip=0.008 | block xy=0.182 z=0.235 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.051 xy=0.028 z=0.043 | tray goal=0.054 | R err=0.184 grip=0.008 | block xy=0.165 z=0.217 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.028 z=0.043 | tray goal=0.054 | R err=0.166 grip=0.008 | block xy=0.153 z=0.201 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.028 z=0.043 | tray goal=0.054 | R err=0.149 grip=0.008 | block xy=0.141 z=0.184 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.128 grip=0.008 | block xy=0.126 z=0.160 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.118 grip=0.008 | block xy=0.118 z=0.145 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.106 grip=0.008 | block xy=0.104 z=0.114 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.108 grip=0.008 | block xy=0.092 z=0.079 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.109 grip=0.008 | block xy=0.080 z=0.061 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.096 grip=0.008 | block xy=0.065 z=0.065 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.081 grip=0.008 | block xy=0.051 z=0.073 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=right_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.067 grip=0.008 | block xy=0.038 z=0.081 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase transition: right_above -> open_above
phase=open_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.062 grip=0.027 | block xy=0.033 z=0.084 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=open_above | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.060 grip=0.036 | block xy=0.030 z=0.084 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase transition: open_above -> descend
phase=descend | L err=0.052 xy=0.029 z=0.043 | tray goal=0.054 | R err=0.083 grip=0.037 | block xy=0.030 z=0.084 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.042 grip=0.037 | block xy=0.025 z=0.039 | lift=-0.001 speed=0.005 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.029 grip=0.037 | block xy=0.029 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.029 grip=0.036 | block xy=0.029 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.029 grip=0.037 | block xy=0.029 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.028 grip=0.037 | block xy=0.028 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.028 grip=0.037 | block xy=0.028 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.028 grip=0.037 | block xy=0.028 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.027 grip=0.037 | block xy=0.027 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.042 | tray goal=0.054 | R err=0.027 grip=0.037 | block xy=0.027 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.051 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.027 grip=0.037 | block xy=0.027 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.027 grip=0.037 | block xy=0.027 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.027 grip=0.037 | block xy=0.026 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.026 grip=0.037 | block xy=0.026 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.026 grip=0.037 | block xy=0.026 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.026 grip=0.037 | block xy=0.026 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.026 grip=0.037 | block xy=0.025 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.025 grip=0.037 | block xy=0.025 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase=descend | L err=0.050 xy=0.029 z=0.041 | tray goal=0.054 | R err=0.025 grip=0.037 | block xy=0.025 z=0.003 | lift=-0.001 speed=0.000 | tray_xy=0.298
phase transition: descend -> close
phase=close | L err=0.050 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.025 grip=0.033 | block xy=0.025 z=0.002 | lift=-0.001 speed=0.002 | tray_xy=0.302
phase=close | L err=0.050 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.025 grip=0.033 | block xy=0.025 z=0.002 | lift=-0.001 speed=0.002 | tray_xy=0.302
phase=close | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.025 grip=0.033 | block xy=0.025 z=0.002 | lift=-0.001 speed=0.002 | tray_xy=0.302
phase=close | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.024 grip=0.032 | block xy=0.025 z=0.002 | lift=-0.001 speed=0.002 | tray_xy=0.302
phase=close | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.024 grip=0.032 | block xy=0.025 z=0.002 | lift=-0.001 speed=0.002 | tray_xy=0.303
phase=close | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.024 grip=0.032 | block xy=0.025 z=0.002 | lift=-0.001 speed=0.002 | tray_xy=0.303
phase=close | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.024 grip=0.032 | block xy=0.025 z=0.002 | lift=-0.001 speed=0.002 | tray_xy=0.303
phase transition: close -> lift
phase=lift | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.166 grip=0.032 | block xy=0.025 z=0.002 | lift=-0.000 speed=0.093 | tray_xy=0.301
phase=lift | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.168 grip=0.032 | block xy=0.025 z=0.002 | lift=-0.000 speed=0.054 | tray_xy=0.293
phase=lift | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.170 grip=0.032 | block xy=0.025 z=0.003 | lift=-0.000 speed=0.042 | tray_xy=0.289
phase=lift | L err=0.049 xy=0.029 z=0.040 | tray goal=0.054 | R err=0.170 grip=0.032 | block xy=0.025 z=0.003 | lift=0.001 speed=0.025 | tray_xy=0.286
phase=lift | L err=0.049 xy=0.028 z=0.040 | tray goal=0.054 | R err=0.165 grip=0.032 | block xy=0.025 z=0.003 | lift=0.008 speed=0.039 | tray_xy=0.285
phase=lift | L err=0.049 xy=0.028 z=0.040 | tray goal=0.054 | R err=0.158 grip=0.031 | block xy=0.025 z=0.002 | lift=0.015 speed=0.043 | tray_xy=0.285
phase=lift | L err=0.049 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.153 grip=0.031 | block xy=0.025 z=0.002 | lift=0.020 speed=0.045 | tray_xy=0.286
phase=lift | L err=0.049 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.144 grip=0.031 | block xy=0.025 z=0.002 | lift=0.029 speed=0.048 | tray_xy=0.286
phase=lift | L err=0.049 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.137 grip=0.031 | block xy=0.025 z=0.001 | lift=0.037 speed=0.052 | tray_xy=0.287
phase=lift | L err=0.049 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.130 grip=0.031 | block xy=0.025 z=0.001 | lift=0.045 speed=0.061 | tray_xy=0.287
phase=lift | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.117 grip=0.031 | block xy=0.026 z=0.000 | lift=0.058 speed=0.070 | tray_xy=0.289
phase=lift | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.104 grip=0.031 | block xy=0.026 z=-0.000 | lift=0.071 speed=0.074 | tray_xy=0.290
phase transition: lift -> place_above
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.285 grip=0.031 | block xy=0.026 z=-0.000 | lift=0.073 speed=0.305 | tray_xy=0.283
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.266 grip=0.031 | block xy=0.026 z=0.004 | lift=0.034 speed=0.329 | tray_xy=0.244
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.258 grip=0.031 | block xy=0.025 z=0.006 | lift=0.017 speed=0.164 | tray_xy=0.221
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.245 grip=0.031 | block xy=0.026 z=0.006 | lift=0.018 speed=0.124 | tray_xy=0.205
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.221 grip=0.031 | block xy=0.026 z=0.005 | lift=0.030 speed=0.141 | tray_xy=0.182
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.191 grip=0.031 | block xy=0.026 z=0.004 | lift=0.051 speed=0.185 | tray_xy=0.157
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.157 grip=0.031 | block xy=0.027 z=0.002 | lift=0.075 speed=0.162 | tray_xy=0.131
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.128 grip=0.031 | block xy=0.027 z=0.001 | lift=0.088 speed=0.149 | tray_xy=0.104
phase=place_above | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.102 grip=0.031 | block xy=0.027 z=0.001 | lift=0.097 speed=0.137 | tray_xy=0.078
phase transition: place_above -> place_down
phase=place_down | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.064 grip=0.031 | block xy=0.027 z=0.002 | lift=0.074 speed=0.278 | tray_xy=0.051
phase transition: place_down -> release
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.051 grip=0.035 | block xy=0.029 z=0.011 | lift=0.029 speed=0.324 | tray_xy=0.029
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.049 grip=0.036 | block xy=0.026 z=0.010 | lift=0.021 speed=0.176 | tray_xy=0.024
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.048 grip=0.037 | block xy=0.016 z=0.011 | lift=0.015 speed=0.003 | tray_xy=0.024
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.049 grip=0.037 | block xy=0.016 z=0.009 | lift=0.015 speed=0.001 | tray_xy=0.024
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.049 grip=0.037 | block xy=0.015 z=0.008 | lift=0.015 speed=0.001 | tray_xy=0.024
phase=release | L err=0.048 xy=0.028 z=0.039 | tray goal=0.054 | R err=0.049 grip=0.037 | block xy=0.015 z=0.007 | lift=0.015 speed=0.001 | tray_xy=0.024
phase=release | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.049 grip=0.037 | block xy=0.014 z=0.006 | lift=0.015 speed=0.001 | tray_xy=0.023
phase=release | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.050 grip=0.037 | block xy=0.014 z=0.006 | lift=0.015 speed=0.001 | tray_xy=0.023
phase=release | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.050 grip=0.037 | block xy=0.014 z=0.005 | lift=0.015 speed=0.001 | tray_xy=0.023
phase=release | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.050 grip=0.037 | block xy=0.014 z=0.005 | lift=0.015 speed=0.001 | tray_xy=0.023
phase transition: release -> retreat
phase=retreat | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.136 grip=0.037 | block xy=0.014 z=0.005 | lift=0.015 speed=0.018 | tray_xy=0.023
phase=retreat | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.131 grip=0.037 | block xy=0.019 z=0.012 | lift=0.016 speed=0.011 | tray_xy=0.022
phase=retreat | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.117 grip=0.037 | block xy=0.019 z=0.024 | lift=0.018 speed=0.002 | tray_xy=0.021
phase transition: retreat -> done
finished: tray_ok=True, block_ok=True, success=True
saved demonstration: demonstrations_lr_train_resume1\episode_0077.npz
kept successful episode: demonstrations_lr_train_resume1\episode_0077.npz

=== attempt 85/600, success 78/200, seed=3084 ===
bimanual task: left tray push + right block place
tray start: [-0.02993082  0.15853357  0.018     ]
tray goal: [0.10540333 0.15853357 0.018     ]
block start: [-0.0224795  -0.11703326  0.025     ]
left approach waypoint: [-0.18793082  0.15853357  0.143     ]
left contact waypoint: [-0.18793082  0.15853357  0.043     ]
phase=tray_approach | L err=0.255 xy=0.178 z=0.183 | tray goal=0.135 | R err=0.296 grip=0.008 | block xy=0.245 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.276
phase=tray_approach | L err=0.255 xy=0.178 z=0.183 | tray goal=0.135 | R err=0.296 grip=0.008 | block xy=0.245 z=0.301 | lift=-0.000 speed=0.039 | tray_xy=0.276
phase=tray_approach | L err=0.191 xy=0.160 z=0.104 | tray goal=0.135 | R err=0.290 grip=0.008 | block xy=0.245 z=0.291 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_approach | L err=0.168 xy=0.151 z=0.073 | tray goal=0.135 | R err=0.289 grip=0.008 | block xy=0.245 z=0.290 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_approach | L err=0.141 xy=0.134 z=0.044 | tray goal=0.135 | R err=0.289 grip=0.008 | block xy=0.245 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_approach | L err=0.119 xy=0.117 z=0.024 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_approach | L err=0.099 xy=0.099 z=0.006 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_approach | L err=0.082 xy=0.081 z=0.016 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_approach | L err=0.070 xy=0.064 z=0.027 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_approach | L err=0.058 xy=0.049 z=0.031 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase transition: tray_approach -> tray_contact
phase=tray_contact | L err=0.067 xy=0.035 z=0.058 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase transition: tray_contact -> tray_push
phase=tray_push | L err=0.153 xy=0.149 z=0.033 | tray goal=0.135 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.276
phase=tray_push | L err=0.110 xy=0.109 z=0.015 | tray goal=0.097 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.280
phase=tray_push | L err=0.080 xy=0.079 z=0.013 | tray goal=0.069 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.288
phase=tray_push | L err=0.077 xy=0.076 z=0.017 | tray goal=0.066 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.289
phase=tray_push | L err=0.077 xy=0.075 z=0.017 | tray goal=0.065 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.289
phase=tray_push | L err=0.076 xy=0.074 z=0.016 | tray goal=0.065 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.290
phase=tray_push | L err=0.075 xy=0.073 z=0.016 | tray goal=0.065 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.290
phase=tray_push | L err=0.074 xy=0.072 z=0.016 | tray goal=0.064 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.290
phase=tray_push | L err=0.072 xy=0.071 z=0.015 | tray goal=0.064 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.290
phase=tray_push | L err=0.071 xy=0.069 z=0.015 | tray goal=0.063 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.290
phase=tray_push | L err=0.070 xy=0.068 z=0.015 | tray goal=0.061 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.291
phase=tray_push | L err=0.068 xy=0.067 z=0.014 | tray goal=0.059 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.292
phase=tray_push | L err=0.067 xy=0.066 z=0.014 | tray goal=0.058 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.293
phase=tray_push | L err=0.066 xy=0.065 z=0.014 | tray goal=0.056 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.294
phase=tray_push | L err=0.066 xy=0.064 z=0.014 | tray goal=0.055 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.294
phase transition: tray_push -> tray_retreat
phase=tray_retreat | L err=0.114 xy=0.009 z=0.114 | tray goal=0.055 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.294
phase=tray_retreat | L err=0.116 xy=0.024 z=0.114 | tray goal=0.055 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.294
phase=tray_retreat | L err=0.122 xy=0.045 z=0.114 | tray goal=0.055 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.294
phase=tray_retreat | L err=0.130 xy=0.063 z=0.113 | tray goal=0.055 | R err=0.288 grip=0.008 | block xy=0.245 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.294
